session_id,cell_specimen_id,mean_importance,selection_frequency,coefficient_orientation_0,coefficient_orientation_45,coefficient_orientation_90,coefficient_orientation_135,coefficient_orientation_180,coefficient_orientation_225,coefficient_orientation_270,coefficient_orientation_315
510214538,517526075,0.19382323829711107,1.0,0.0,0.0,1.0704985363151054,0.0,0.0,0.0,0.480087370061783,0.0
510214538,517526795,0.16819780312878996,1.0,1.3455824250303197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510214538,517526800,0.11307072424173163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9045657939338531
510214538,517525181,0.1077253819532364,1.0,0.0,0.8618030556258912,0.0,0.0,0.0,0.0,0.0,0.0
510214538,517525265,0.10202984081125621,1.0,0.0,0.7531551465699772,0.0,0.0,0.0,0.06308357992007244,0.0,0.0
510214538,517526837,0.09825599119609332,1.0,0.0,0.0,0.0,0.7860479295687466,0.0,0.0,0.0,0.0
510214538,517525865,0.09767740381326981,1.0,0.0,0.0,0.0,0.0,0.7814192305061585,0.0,0.0,0.0
510214538,517526223,0.09419060030155316,1.0,0.0,0.0,0.0,0.0,0.0,0.7535248024124253,0.0,0.0
510214538,517525998,0.08657618956776378,1.0,0.0,0.0,0.0,0.14991277859094784,0.0,0.0,0.0,0.5426967379511624
510214538,517525727,0.08348542803169774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6678834242535819,0.0
510214538,517525194,0.05917936135271473,1.0,0.0,0.0,0.0,-0.08581188779153368,0.0,0.0,0.0,0.38762300303018427
510214538,517526653,0.05173743330761847,1.0,0.0,0.0,0.0,0.0,0.4138994664609478,0.0,0.0,0.0
510214538,517526683,0.04807592208452982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38460737667623857,0.0
510214538,589156862,0.04582232161104551,1.0,0.0,0.0,0.0,0.0,0.0,0.3665785728883641,0.0,0.0
510214538,589157226,0.04400409346530558,1.0,0.0,0.059525853031129915,0.0,0.0,0.0,0.29250689469131474,0.0,0.0
510214538,517525496,0.04178082864944823,1.0,0.0,0.0,0.0,0.0,0.0,0.33424662919558584,0.0,0.0
