session_id,neuron_index,cell_specimen_id,importance_rank,mean_importance,std_importance,selection_frequency,selected_any_fold,stable_selected,coefficient_orientation_0,coefficient_orientation_45,coefficient_orientation_90,coefficient_orientation_135,coefficient_orientation_180,coefficient_orientation_225,coefficient_orientation_270,coefficient_orientation_315
504853580,114,517539166,1,0.30441451840049527,0.021783255037897672,1.0,True,True,1.1034261200862814,0.0,-0.0013589641372936012,0.0,1.3124088154745626,0.0,-0.01812224750582501,0.0
504853580,101,588826672,2,0.25969984096372123,0.013607974082231558,1.0,True,True,0.0,0.0,0.7797410765324335,0.0,0.0,0.0,1.2978576511773365,0.0
504853580,63,588825338,3,0.19163143805395086,0.015165871865044546,1.0,True,True,0.0,1.2373916200846504,0.0,0.0,0.0,0.2956598843469564,0.0,0.0
504853580,111,517539493,4,0.09044173191513939,0.010524422697187895,1.0,True,True,0.0,0.27322218703641166,0.0,0.0,0.0,0.45031166828470354,0.0,0.0
504853580,119,588826609,5,0.08282946399574527,0.012428830733132057,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.6626357119659622,0.0,0.0
504853580,43,588826678,6,0.07568837148042702,0.013577998227108748,1.0,True,True,0.0,0.6055069718434162,0.0,0.0,0.0,0.0,0.0,0.0
504853580,85,517539145,7,0.07218231781642166,0.01344340070933134,1.0,True,True,0.0,0.0,0.4512076451857099,0.0,0.0,0.0,0.1262508973456633,0.0
504853580,103,517538680,8,0.06809002694169741,0.012777132751571938,1.0,True,True,-0.08084375177742462,-0.10603357382743248,0.0,0.0891500234017414,0.0,0.26752012402214576,0.0,0.0011727425048351163
504853580,45,517539078,9,0.054115310136175876,0.026936681646216012,1.0,True,True,0.0,0.0,0.0,0.22718445573351748,0.0,-3.3468047048183605e-05,0.0,0.2057045573088414
504853580,14,517539150,10,0.04977403840871704,0.009205168244634862,1.0,True,True,0.0,0.3981923072697363,0.0,0.0,0.0,0.0,0.0,0.0
504853580,60,517538523,11,0.04368498796403088,0.002945447335187029,1.0,True,True,0.0,0.0,0.3446325393213983,0.0048473643908487,0.0,0.0,0.0,0.0
504853580,118,588826522,12,0.04320465108754332,0.016104595400705368,1.0,True,True,0.0008326676913280595,0.0,0.0,0.0,0.0,0.0,0.0,0.34480454100901853
504853580,82,517538897,13,0.04279776475756767,0.00815645987716887,1.0,True,True,0.0,0.34238211806054136,0.0,0.0,0.0,0.0,0.0,0.0
504853580,26,588826660,14,0.04279509093095489,0.005885872412283865,1.0,True,True,-0.014924607334080752,0.0,-0.045421418098039484,0.1270530103806637,0.0,-0.010574064340585762,0.0,0.1443876272942694
504853580,79,588825398,15,0.03766150739708541,0.015924229517565988,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012920591766833
504853580,117,588826436,16,0.03444202557451205,0.00559546004633976,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2755362045960964
504853580,108,517539507,17,0.030944989344860185,0.0015261204684087022,1.0,True,True,0.22821704217654584,0.019342872582335666,0.0,0.0,0.0,0.0,0.0,0.0
504853580,9,517539372,18,0.030148422312206585,0.005667057097754387,1.0,True,True,0.0,0.0,0.0,0.0,0.24118737849765268,0.0,0.0,0.0
504853580,17,588826373,19,0.02955089529899097,0.021153811770527393,1.0,True,True,0.0,0.0,0.0,0.0,0.23640716239192777,0.0,0.0,0.0
504853580,100,517538823,20,0.02813043459985202,0.005621889496076001,1.0,True,True,0.2057720240953175,0.0,0.0,0.0,0.0,0.0,-0.019271452703498688,0.0
504853580,71,517538716,21,0.026734204215416925,0.0052434270593585625,1.0,True,True,0.0,0.2138736337233354,0.0,0.0,0.0,0.0,0.0,0.0
504853580,33,517538517,22,0.025203739532131515,0.00863715755912926,1.0,True,True,0.0,0.0,0.0,0.16565643007700867,0.0,-0.03597348618004344,0.0,0.0
504853580,115,517539375,23,0.02483382767265818,0.008537497749604904,1.0,True,True,0.056482598555564714,0.13412457374505615,0.0,0.0,0.008063449080644557,0.0,0.0,0.0
504853580,70,517538942,24,0.024529100716447646,0.003855838680484235,1.0,True,True,0.0,0.0,0.0,0.0011488326244961408,0.0,0.0,0.195083973107085,0.0
504853580,121,517538759,25,0.023272477313826985,0.004273011096769652,1.0,True,True,0.0,0.0,0.18617981851061588,0.0,0.0,0.0,0.0,0.0
504853580,62,517539340,26,0.022334385949188483,0.005227332158984375,1.0,True,True,0.0,0.0,0.016764640120014832,-0.0672835261368778,0.0,0.07659937611945555,0.0,-0.0180275452171597
504853580,15,517538937,27,0.020665069697332387,0.008685442376553117,1.0,True,True,0.0,0.0,0.0,0.1653205575786591,0.0,0.0,0.0,0.0
504853580,110,517538665,28,0.020196160016877907,0.013735523118865335,1.0,True,True,0.0,0.0,0.15503216846838744,0.0,0.0,0.0,0.0065371116666358125,0.0
504853580,32,517538526,29,0.020109319147306924,0.021390211334627974,1.0,True,True,0.02850225191816693,0.0,0.0,0.0,0.0,0.0,0.0,0.13237230126028848
504853580,51,517538786,30,0.019385644572039486,0.004487098536972048,1.0,True,True,0.0,0.0,0.0,0.0,0.15508515657631589,0.0,0.0,0.0
504853580,25,588826429,31,0.0183505161371563,0.005127479759340084,1.0,True,True,0.0,0.0,0.0,0.0,0.1468041290972504,0.0,0.0,0.0
504853580,106,517538688,32,0.018311556644016465,0.00690996922522214,1.0,True,True,0.0,0.0,0.0353984233606199,0.0,0.0,0.0,0.11109402979151184,0.0
504853580,87,517539125,33,0.017904538123370832,0.009428395583755375,0.8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.023558289705383994,0.11967801528158266
504853580,59,517539330,34,0.01783523552168597,0.010687758433372208,1.0,True,True,0.0,0.0,0.0,0.0,-0.004031975480089359,0.0,0.0,0.1386499086933984
504853580,11,517538779,35,0.017490001439389335,0.007821848804079823,1.0,True,True,0.13992001151511468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504853580,38,517539257,36,0.016800745332617058,0.006318713700389047,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13440596266093646,0.0
504853580,112,517538462,37,0.015803293587588817,0.007223595965950692,1.0,True,True,0.12642634870071054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504853580,24,517539113,38,0.014846568311812544,0.011687017685495205,1.0,True,True,0.05389513601029498,0.0,0.0,-0.023398683163640476,0.0,0.0,0.04147872732056489,0.0
504853580,55,517539389,39,0.014839494799667816,0.009929068448289339,0.8,True,True,0.0,0.0,0.0,0.09525103720838916,-0.023464921188953353,0.0,0.0,0.0
504853580,58,517539315,40,0.014673242956185889,0.007911442870410446,0.8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11738594364948711
504853580,125,588826618,41,0.014528032726036016,0.015297542510784364,1.0,True,True,0.0,0.0,0.0,0.015375567018141842,0.0,-0.0026965825836958745,0.0,0.09815211220645041
504853580,105,517539155,42,0.014514157557103492,0.007586988540336019,0.8,True,True,0.0,0.0,0.0,0.0,0.0,0.11611326045682793,0.0,0.0
504853580,93,517539052,43,0.01425145902919594,0.007460671166026115,0.8,True,True,0.0,0.0,-0.0028594764827098882,0.10993705443121027,0.0,0.0,0.0012151413196473508,0.0
504853580,20,517539386,44,0.014133440332181144,0.007464538935611052,0.8,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11306752265744915,0.0
